x,y,Width,Height,Score,Label,Person,Image
338,53,312,260,0.40364,hairClip,Person33,Person33_8obj_7hairClip
508,408,158,152,0.28733,lavenderDie,Person33,Person33_8obj_8lavenderDie
4040,1787,1800,1787,0.41475,cloudSign,Person33,Person33_52obj_1cloudSign
3780,1947,1400,960,0.48336,eyeball,Person33,Person33_52obj_2eyeball
2320,880,1780,1360,0.30489,metalKey,Person33,Person33_52obj_3metalKey
4700,1040,1240,1134,0.70294,hairClip,Person33,Person33_52obj_4hairClip
3280,1494,620,654,0.47925,lavenderDie,Person33,Person33_52obj_5lavenderDie
2640,1454,1060,1267,0.30547,cloudSign,Person33,Person33_46obj_1cloudSign
1600,840,2400,2547,0.32456,cupcakePaper,Person33,Person33_46obj_2cupcakePaper
3420,1334,1260,1040,0.42253,eyeball,Person33,Person33_46obj_3eyeball
1700,1267,380,1187,0.30629,pinkCandle,Person33,Person33_46obj_4pinkCandle
2340,1800,1780,640,0.27939,blueSunglasses,Person33,Person33_46obj_5blueSunglasses
1900,160,1820,1720,0.60152,hairClip,Person33,Person33_46obj_6hairClip
3120,1454,1960,1894,0.26086,birdCall,Person33,Person33_47obj_1birdCall
3320,1414,1460,1374,0.434,cloudSign,Person33,Person33_47obj_2cloudSign
3380,1480,1360,1280,0.2543,cupcakePaper,Person33,Person33_47obj_3cupcakePaper
2800,334,1720,1334,0.42019,eyeball,Person33,Person33_47obj_4eyeball
3140,1560,1860,1734,0.27838,metalKey,Person33,Person33_47obj_5metalKey
3760,1614,580,1067,0.37824,pinkCandle,Person33,Person33_47obj_6pinkCandle
3140,1800,1860,680,0.43238,blueSunglasses,Person33,Person33_47obj_7blueSunglasses
3140,1360,1840,1640,0.70873,hairClip,Person33,Person33_47obj_8hairClip
740,1600,580,520,0.4872,lavenderDie,Person33,Person33_47obj_9lavenderDie
20,1240,4120,2774,0.30073,yellowBag,Person33,Person33_47obj_10yellowBag
2700,1480,1060,1347,0.4526,eyeball,Person33,Person33_53obj_1eyeball
2940,1307,440,1694,0.34926,pinkCandle,Person33,Person33_53obj_2pinkCandle
1680,1600,3020,1560,0.36937,redWhistle,Person33,Person33_53obj_3redWhistle
2300,1320,1820,2267,0.33047,trophy,Person33,Person33_53obj_4trophy
2280,1934,1820,414,0.27116,blueSunglasses,Person33,Person33_53obj_5blueSunglasses
2440,1480,1560,1414,0.89167,hairClip,Person33,Person33_53obj_6hairClip
53,3,426,404,0.265,cupcakePaper,Person33,Person33_9obj_1cupcakePaper
590,267,241,137,0.28725,eyeball,Person33,Person33_9obj_2eyeball
593,324,95,111,0.70498,lavenderDie,Person33,Person33_9obj_3lavenderDie
618,310,433,413,0.35645,yellowBag,Person33,Person33_9obj_4yellowBag
2220,2160,1140,1014,0.3982,cloudSign,Person33,Person33_45obj_1cloudSign
120,2960,1060,667,0.44741,eyeball,Person33,Person33_45obj_2eyeball
3680,454,780,1067,0.29961,pinkCandle,Person33,Person33_45obj_3pinkCandle
1440,667,2660,1760,0.30096,silverStraw,Person33,Person33_45obj_4silverStraw
2120,2107,1320,1254,0.6967,hairClip,Person33,Person33_45obj_5hairClip
240,2960,740,667,0.7673,lavenderDie,Person33,Person33_45obj_6lavenderDie
520,1334,2800,2680,0.26227,birdCall,Person33,Person33_51obj_1birdCall
1900,920,1780,1307,0.32542,eyeball,Person33,Person33_51obj_2eyeball
3740,2294,600,1414,0.3178,pinkCandle,Person33,Person33_51obj_3pinkCandle
360,1280,3040,2734,0.37036,pumpkinNotes,Person33,Person33_51obj_4pumpkinNotes
880,2134,2000,1627,0.67321,redWhistle,Person33,Person33_51obj_5redWhistle
3440,1094,1280,2920,0.47953,sign,Person33,Person33_51obj_6sign
980,654,1960,2440,0.3323,trophy,Person33,Person33_51obj_7trophy
1160,1187,1540,1387,0.26079,hairClip,Person33,Person33_51obj_8hairClip
2124,797,1815,2057,0.66502,birdCall,Person33,Person33_50obj_1birdCall
874,1180,834,1250,0.35318,cloudSign,Person33,Person33_50obj_2cloudSign
2662,1039,1277,767,0.25469,eyeball,Person33,Person33_50obj_3eyeball
390,666,2420,1916,0.50991,pumpkinNotes,Person33,Person33_50obj_4pumpkinNotes
713,1160,1721,1321,0.34356,redWhistle,Person33,Person33_50obj_5redWhistle
968,1150,1815,918,0.43457,blueSunglasses,Person33,Person33_50obj_6blueSunglasses
955,716,1237,1845,0.48214,stickerBox,Person33,Person33_50obj_7stickerBox
760,1280,1460,1654,0.34433,cloudSign,Person33,Person33_44obj_1cloudSign
2220,960,1140,694,0.5206,eyeball,Person33,Person33_44obj_2eyeball
3260,2134,1620,547,0.32469,blueSunglasses,Person33,Person33_44obj_3blueSunglasses
740,1614,1480,1640,0.55984,hairClip,Person33,Person33_44obj_4hairClip
2020,960,640,614,0.58343,lavenderDie,Person33,Person33_44obj_5lavenderDie
997,4,608,668,0.26522,birdCall,Person33,Person33_23obj_1birdCall
342,96,1035,896,0.34932,canadaPencil,Person33,Person33_23obj_2canadaPencil
1130,324,368,108,0.29945,blueSunglasses,Person33,Person33_23obj_3blueSunglasses
1237,188,368,416,0.76765,hairClip,Person33,Person33_23obj_4hairClip
1907,1920,1000,2460,0.36592,cloudSign,Person33,Person33_37obj_1cloudSign
2627,2160,694,1280,0.41814,eyeball,Person33,Person33_37obj_2eyeball
14,160,1587,4400,0.32493,pumpkinNotes,Person33,Person33_37obj_3pumpkinNotes
387,740,1160,2300,0.45654,redWhistle,Person33,Person33_37obj_4redWhistle
214,180,1000,5120,0.34786,sign,Person33,Person33_37obj_5sign
1894,2900,1054,560,0.34086,blueSunglasses,Person33,Person33_37obj_6blueSunglasses
427,780,1120,2380,0.43504,hairClip,Person33,Person33_37obj_7hairClip
694,20,2894,3460,0.34773,yellowBag,Person33,Person33_37obj_8yellowBag
14,1180,1546,1301,0.44673,metalKey,Person33,Person33_36obj_1metalKey
2568,2006,336,928,0.45326,pinkCandle,Person33,Person33_36obj_2pinkCandle
1734,1160,1412,1301,0.83398,redWhistle,Person33,Person33_36obj_3redWhistle
1990,1341,1492,1694,0.65608,sign,Person33,Person33_36obj_4sign
1062,1442,1008,313,0.29415,blueSunglasses,Person33,Person33_36obj_5blueSunglasses
1103,1119,995,1008,0.56824,hairClip,Person33,Person33_36obj_6hairClip
2232,1492,444,646,0.52773,lavenderDie,Person33,Person33_36obj_7lavenderDie
264,379,252,528,0.26277,eyeball,Person33,Person33_22obj_1eyeball
328,358,448,784,0.26313,partyFavor,Person33,Person33_22obj_2partyFavor
236,528,124,656,0.25904,pinkCandle,Person33,Person33_22obj_3pinkCandle
360,1178,400,272,0.32936,blueSunglasses,Person33,Person33_22obj_4blueSunglasses
1492,1160,1344,1321,0.45023,birdCall,Person33,Person33_34obj_1birdCall
2568,1311,861,636,0.52458,eyeball,Person33,Person33_34obj_2eyeball
269,1704,323,1109,0.25889,pinkCandle,Person33,Person33_34obj_3pinkCandle
1801,1089,1237,1039,0.83486,redWhistle,Person33,Person33_34obj_4redWhistle
14,1160,901,1875,0.43518,sign,Person33,Person33_34obj_5sign
1425,1311,1439,605,0.4583,blueSunglasses,Person33,Person33_34obj_6blueSunglasses
1654,1250,1008,1180,0.3471,hairClip,Person33,Person33_34obj_7hairClip
1909,1210,2137,1825,0.25464,yellowBag,Person33,Person33_34obj_8yellowBag
404,272,312,1333,0.26059,sign,Person33,Person33_20obj_1sign
757,4,661,608,0.27598,cloudSign,Person33,Person33_21obj_1cloudSign
981,4,214,420,0.40232,pinkCandle,Person33,Person33_21obj_2pinkCandle
944,4,299,676,0.35862,sign,Person33,Person33_21obj_3sign
696,1250,1412,2796,0.63717,birdCall,Person33,Person33_35obj_1birdCall
746,1331,464,1721,0.3423,eyeball,Person33,Person33_35obj_2eyeball
1170,471,454,1667,0.37798,pinkCandle,Person33,Person33_35obj_3pinkCandle
313,1654,1744,2393,0.27207,pumpkinNotes,Person33,Person33_35obj_4pumpkinNotes
777,2232,1220,1573,0.28266,redWhistle,Person33,Person33_35obj_5redWhistle
978,2971,837,646,0.26293,blueSunglasses,Person33,Person33_35obj_6blueSunglasses
11,14,1502,2809,0.26998,yellowBag,Person33,Person33_35obj_7yellowBag
350,565,2500,1603,0.2699,canadaPencil,Person33,Person33_31obj_1canadaPencil
847,1089,888,636,0.2788,eyeball,Person33,Person33_31obj_2eyeball
1680,1129,377,988,0.32882,pinkCandle,Person33,Person33_31obj_3pinkCandle
2541,1059,1479,1492,0.51147,redWhistle,Person33,Person33_31obj_4redWhistle
484,807,1076,1220,0.40824,hairClip,Person33,Person33_31obj_5hairClip
1089,1160,404,464,0.26036,lavenderDie,Person33,Person33_31obj_6lavenderDie
54,1019,2473,2016,0.33181,yellowBag,Person33,Person33_31obj_7yellowBag
4,6,808,827,0.25598,canadaPencil,Person33,Person33_25obj_1canadaPencil
540,427,360,629,0.33266,cloudSign,Person33,Person33_25obj_2cloudSign
384,299,348,448,0.31674,eyeball,Person33,Person33_25obj_3eyeball
340,262,80,528,0.35307,pinkCandle,Person33,Person33_25obj_4pinkCandle
424,310,432,619,0.40357,redWhistle,Person33,Person33_25obj_5redWhistle
295,248,276,327,0.36887,cloudSign,Person33,Person33_19obj_1cloudSign
206,5,344,467,0.33578,cupcakePaper,Person33,Person33_19obj_2cupcakePaper
3,217,319,304,0.27435,partyFavor,Person33,Person33_19obj_3partyFavor
252,434,252,132,0.28096,blueSunglasses,Person33,Person33_19obj_4blueSunglasses
38,329,209,264,0.49732,hairClip,Person33,Person33_19obj_5hairClip
552,59,524,1344,0.43715,sign,Person33,Person33_18obj_1sign
512,987,92,187,0.61952,lavenderDie,Person33,Person33_18obj_2lavenderDie
443,300,363,348,0.35058,eyeball,Person33,Person33_24obj_1eyeball
805,344,86,416,0.37492,pinkCandle,Person33,Person33_24obj_2pinkCandle
1926,1014,1707,1068,0.29529,birdCall,Person33,Person33_30obj_1birdCall
902,1160,792,730,0.33121,cloudSign,Person33,Person33_30obj_2cloudSign
2308,1183,943,784,0.36494,eyeball,Person33,Person33_30obj_3eyeball
2390,492,1325,815,0.56803,redWhistle,Person33,Person33_30obj_4redWhistle
861,1621,874,185,0.31103,blueSunglasses,Person33,Person33_30obj_5blueSunglasses
806,1168,1038,830,0.80371,hairClip,Person33,Person33_30obj_6hairClip
1093,1383,437,361,0.51748,lavenderDie,Person33,Person33_30obj_7lavenderDie
929,991,2540,1321,0.32488,yellowBag,Person33,Person33_30obj_8yellowBag
400,880,312,411,0.2944,eyeball,Person33,Person33_26obj_1eyeball
268,203,236,1285,0.37352,sign,Person33,Person33_26obj_2sign
1613,474,1707,1835,0.29312,birdCall,Person33,Person33_32obj_1birdCall
14,646,2326,1452,0.29306,canadaPencil,Person33,Person33_32obj_2canadaPencil
2003,1109,888,968,0.36359,cloudSign,Person33,Person33_32obj_3cloudSign
1546,404,1775,1956,0.46408,pumpkinNotes,Person33,Person33_32obj_4pumpkinNotes
1707,797,1439,1190,0.28177,redWhistle,Person33,Person33_32obj_5redWhistle
1654,555,1573,2148,0.25464,trophy,Person33,Person33_32obj_6trophy
1801,1150,1277,454,0.30498,blueSunglasses,Person33,Person33_32obj_7blueSunglasses
1882,837,1116,1160,0.55056,hairClip,Person33,Person33_32obj_8hairClip
14,797,2111,2238,0.39898,yellowBag,Person33,Person33_32obj_9yellowBag
2218,575,1035,797,0.44414,eyeball,Person33,Person33_33obj_1eyeball
2232,525,1008,1351,0.29726,hairClip,Person33,Person33_33obj_2hairClip
364,208,568,1029,0.29154,canadaPencil,Person33,Person33_27obj_1canadaPencil
364,699,204,315,0.27951,eyeball,Person33,Person33_27obj_2eyeball
320,406,472,667,0.38779,metalKey,Person33,Person33_27obj_3metalKey
216,613,336,475,0.49822,redWhistle,Person33,Person33_27obj_4redWhistle
580,6,300,1221,0.30679,sign,Person33,Person33_27obj_5sign
304,299,664,859,0.52355,silverStraw,Person33,Person33_27obj_6silverStraw
288,475,884,1130,0.27398,yellowBag,Person33,Person33_27obj_7yellowBag
588,597,616,1008,0.29026,canadaPencil,Person33,Person33_16obj_1canadaPencil
420,256,268,715,0.30995,cloudSign,Person33,Person33_16obj_2cloudSign
228,6,476,677,0.31042,cupcakePaper,Person33,Person33_16obj_3cupcakePaper
508,422,268,416,0.37247,eyeball,Person33,Person33_16obj_4eyeball
584,470,456,1136,0.48761,sign,Person33,Person33_16obj_5sign
500,565,704,1013,0.3403,silverStraw,Person33,Person33_16obj_6silverStraw
424,528,264,192,0.32559,blueSunglasses,Person33,Person33_16obj_7blueSunglasses
548,6,656,891,0.33191,yellowBag,Person33,Person33_16obj_8yellowBag
411,544,645,216,0.34517,eyeball,Person33,Person33_17obj_1eyeball
672,528,134,388,0.41114,pinkCandle,Person33,Person33_17obj_2pinkCandle
6,484,736,652,0.36617,silverStraw,Person33,Person33_17obj_3silverStraw
6,4,795,716,0.37792,yellowBag,Person33,Person33_17obj_4yellowBag
1371,696,1586,1815,0.33532,birdCall,Person33,Person33_29obj_1birdCall
1640,1190,995,837,0.38359,cloudSign,Person33,Person33_29obj_2cloudSign
2258,242,968,1029,0.26419,eyeball,Person33,Person33_29obj_3eyeball
2164,414,538,1129,0.44914,pinkCandle,Person33,Person33_29obj_4pinkCandle
1277,837,1734,1089,0.27437,pumpkinNotes,Person33,Person33_29obj_5pumpkinNotes
1412,1059,1452,1079,0.27396,redWhistle,Person33,Person33_29obj_6redWhistle
1062,11,1076,2188,0.28682,sign,Person33,Person33_29obj_7sign
1371,515,1546,1785,0.32177,trophy,Person33,Person33_29obj_8trophy
1775,1412,793,394,0.31945,blueSunglasses,Person33,Person33_29obj_9blueSunglasses
1546,948,1210,1351,0.28606,hairClip,Person33,Person33_29obj_10hairClip
14,11,1896,2037,0.31583,yellowBag,Person33,Person33_29obj_11yellowBag
808,565,352,1040,0.64218,sign,Person33,Person33_15obj_1sign
584,736,112,251,0.26436,lavenderDie,Person33,Person33_15obj_2lavenderDie
4,6,300,661,0.26687,cloudSign,Person33,Person33_14obj_1cloudSign
116,86,376,427,0.26389,eyeball,Person33,Person33_14obj_2eyeball
676,464,92,544,0.27085,pinkCandle,Person33,Person33_14obj_3pinkCandle
20,6,556,827,0.27123,trophy,Person33,Person33_14obj_4trophy
368,859,376,230,0.26036,blueSunglasses,Person33,Person33_14obj_5blueSunglasses
192,805,568,800,0.36864,yellowBag,Person33,Person33_14obj_6yellowBag
-1,-1,2299,1360,0.851,redWhistle,Person33,Person33_28obj_1redWhistle
204,21,53,273,0.25888,pinkCandle,Person33,Person33_10obj_1pinkCandle
3,359,214,533,0.33731,sign,Person33,Person33_10obj_2sign
101,356,360,483,0.27563,silverStraw,Person33,Person33_10obj_3silverStraw
3,72,351,675,0.33349,yellowBag,Person33,Person33_10obj_4yellowBag
1780,987,1120,1640,0.26624,cloudSign,Person33,Person33_38obj_1cloudSign
2520,2280,1340,867,0.38592,eyeball,Person33,Person33_38obj_2eyeball
4680,894,480,1400,0.688,pinkCandle,Person33,Person33_38obj_3pinkCandle
4200,14,1480,3627,0.69006,sign,Person33,Person33_38obj_4sign
3980,1094,1820,2054,0.28224,silverStraw,Person33,Person33_38obj_5silverStraw
1920,2587,860,240,0.26361,blueSunglasses,Person33,Person33_38obj_6blueSunglasses
1900,1494,860,667,0.56856,lavenderDie,Person33,Person33_38obj_7lavenderDie
1660,374,3980,2920,0.28917,yellowBag,Person33,Person33_38obj_8yellowBag
1160,2667,1460,1174,0.33348,cloudSign,Person33,Person33_39obj_1cloudSign
1920,787,1740,1027,0.52375,eyeball,Person33,Person33_39obj_2eyeball
1640,2374,520,1294,0.29415,pinkCandle,Person33,Person33_39obj_3pinkCandle
2820,1094,1660,347,0.29138,blueSunglasses,Person33,Person33_39obj_4blueSunglasses
1180,2640,1500,1360,0.6536,hairClip,Person33,Person33_39obj_5hairClip
1620,3240,560,600,0.44344,lavenderDie,Person33,Person33_39obj_6lavenderDie
1680,520,3920,3200,0.4621,yellowBag,Person33,Person33_39obj_7yellowBag
310,456,392,453,0.28298,canadaPencil,Person33,Person33_11obj_1canadaPencil
168,105,208,416,0.29594,cloudSign,Person33,Person33_11obj_2cloudSign
192,379,70,328,0.35864,pinkCandle,Person33,Person33_11obj_3pinkCandle
173,55,105,963,0.54921,sign,Person33,Person33_11obj_4sign
362,4,341,676,0.40082,yellowBag,Person33,Person33_11obj_5yellowBag
180,14,87,108,0.35152,cloudSign,Person33,Person33_13obj_1cloudSign
130,507,202,166,0.31648,eyeball,Person33,Person33_13obj_2eyeball
516,87,207,665,0.26409,sign,Person33,Person33_13obj_3sign
325,300,547,423,0.44137,birdCall,Person33,Person33_12obj_1birdCall
427,3,517,368,0.30239,cupcakePaper,Person33,Person33_12obj_2cupcakePaper
500,353,384,176,0.38473,eyeball,Person33,Person33_12obj_3eyeball
649,315,82,250,0.37866,pinkCandle,Person33,Person33_12obj_4pinkCandle
5,128,316,596,0.45136,sign,Person33,Person33_12obj_5sign
419,420,154,130,0.43897,lavenderDie,Person33,Person33_12obj_6lavenderDie
30,3,943,360,0.26817,yellowBag,Person33,Person33_12obj_7yellowBag
257,506,250,434,0.27901,birdCall,Person33,Person33_7obj_1birdCall
413,359,39,278,0.34255,pinkCandle,Person33,Person33_7obj_2pinkCandle
3,4,353,578,0.26618,pumpkinNotes,Person33,Person33_7obj_3pumpkinNotes
27,350,195,319,0.54934,hairClip,Person33,Person33_7obj_4hairClip
1598,853,1188,1053,0.36198,cloudSign,Person33,Person33_49obj_1cloudSign
1229,538,1967,1375,0.3584,cupcakePaper,Person33,Person33_49obj_2cupcakePaper
2854,469,396,868,0.34434,pinkCandle,Person33,Person33_49obj_3pinkCandle
1560,534,2460,2027,0.3301,birdCall,Person33,Person33_61obj_1birdCall
2920,1427,560,1414,0.26252,pinkCandle,Person33,Person33_61obj_2pinkCandle
1780,1094,1980,1520,0.52081,redWhistle,Person33,Person33_61obj_3redWhistle
2500,907,1380,2987,0.28155,sign,Person33,Person33_61obj_4sign
2080,1147,1460,1494,0.88599,hairClip,Person33,Person33_61obj_5hairClip
2520,1520,520,640,0.34165,lavenderDie,Person33,Person33_61obj_6lavenderDie
20,14,3320,2507,0.25546,yellowBag,Person33,Person33_61obj_7yellowBag
2796,1348,1321,1440,0.42549,cloudSign,Person33,Person33_60obj_1cloudSign
2811,1636,1245,957,0.34497,eyeball,Person33,Person33_60obj_2eyeball
2888,1867,1152,438,0.32114,blueSunglasses,Person33,Person33_60obj_3blueSunglasses
16,1498,984,1222,0.52818,hairClip,Person33,Person33_60obj_4hairClip
62,818,3487,2650,0.4114,yellowBag,Person33,Person33_60obj_5yellowBag
861,1281,834,1069,0.25312,cloudSign,Person33,Person33_48obj_1cloudSign
1103,1714,363,1079,0.35104,pinkCandle,Person33,Person33_48obj_2pinkCandle
1439,736,1385,1311,0.58932,redWhistle,Person33,Person33_48obj_3redWhistle
2084,1089,1304,1946,0.42144,sign,Person33,Person33_48obj_4sign
807,1644,968,867,0.3373,hairClip,Person33,Person33_48obj_5hairClip
14,575,1734,2460,0.30113,yellowBag,Person33,Person33_48obj_6yellowBag
339,61,300,487,0.47701,birdCall,Person33,Person33_6obj_1birdCall
147,636,161,271,0.34692,cloudSign,Person33,Person33_6obj_2cloudSign
500,29,188,290,0.33705,eyeball,Person33,Person33_6obj_3eyeball
591,4,101,305,0.36267,pinkCandle,Person33,Person33_6obj_4pinkCandle
293,182,293,512,0.36208,pumpkinNotes,Person33,Person33_6obj_5pumpkinNotes
296,290,284,668,0.42818,sign,Person33,Person33_6obj_6sign
344,99,293,271,0.25169,blueSunglasses,Person33,Person33_6obj_7blueSunglasses
288,271,197,359,0.51663,hairClip,Person33,Person33_6obj_8hairClip
99,201,166,263,0.26064,eyeball,Person33,Person33_4obj_1eyeball
3,63,192,629,0.35485,sign,Person33,Person33_4obj_2sign
303,265,164,295,0.3716,eyeball,Person33,Person33_5obj_1eyeball
171,333,324,871,0.4496,pumpkinNotes,Person33,Person33_5obj_2pumpkinNotes
221,299,221,406,0.37832,redWhistle,Person33,Person33_5obj_3redWhistle
408,346,166,845,0.27591,sign,Person33,Person33_5obj_4sign
245,436,291,692,0.39552,trophy,Person33,Person33_5obj_5trophy
240,606,190,542,0.27372,hairClip,Person33,Person33_5obj_6hairClip
473,197,135,406,0.33645,cloudSign,Person33,Person33_1obj_1cloudSign
262,5,142,278,0.31438,eyeball,Person33,Person33_1obj_2eyeball
312,871,156,376,0.25336,hairClip,Person33,Person33_1obj_3hairClip
240,13,80,244,0.39625,lavenderDie,Person33,Person33_1obj_4lavenderDie
227,63,355,322,0.33497,cloudSign,Person33,Person33_2obj_1cloudSign
367,111,86,240,0.36052,pinkCandle,Person33,Person33_2obj_2pinkCandle
658,209,419,353,0.43118,pumpkinNotes,Person33,Person33_2obj_3pumpkinNotes
611,209,521,348,0.53472,redWhistle,Person33,Person33_2obj_4redWhistle
2443,1429,1337,841,0.46685,eyeball,Person33,Person33_58obj_1eyeball
2412,1164,1429,1360,0.43871,redWhistle,Person33,Person33_58obj_2redWhistle
2289,899,1659,1936,0.32284,trophy,Person33,Person33_58obj_3trophy
2105,1659,1368,358,0.33802,blueSunglasses,Person33,Person33_58obj_4blueSunglasses
2612,1302,1030,1141,0.74964,hairClip,Person33,Person33_58obj_5hairClip
2888,1544,477,623,0.69344,lavenderDie,Person33,Person33_58obj_6lavenderDie
1199,384,761,999,0.37969,eyeball,Person33,Person33_59obj_1eyeball
1360,3042,496,1490,0.49033,pinkCandle,Person33,Person33_59obj_2pinkCandle
1049,415,1106,2043,0.31696,redWhistle,Person33,Person33_59obj_3redWhistle
1222,830,784,3794,0.74939,sign,Person33,Person33_59obj_4sign
1222,707,772,1598,0.51964,hairClip,Person33,Person33_59obj_5hairClip
1406,308,2063,3610,0.49167,yellowBag,Person33,Person33_59obj_6yellowBag
353,501,63,301,0.25519,pinkCandle,Person33,Person33_3obj_1pinkCandle
286,476,192,351,0.39312,redWhistle,Person33,Person33_3obj_2redWhistle
1358,434,1008,1422,0.25863,cloudSign,Person34,Person34_49obj_1cloudSign
2742,867,1156,1109,0.36985,eyeball,Person34,Person34_49obj_2eyeball
1707,1704,336,1119,0.28621,pinkCandle,Person34,Person34_49obj_3pinkCandle
1170,394,2016,2016,0.36704,pumpkinNotes,Person34,Person34_49obj_4pumpkinNotes
632,1119,1264,998,0.88604,redWhistle,Person34,Person34_49obj_5redWhistle
3334,1331,471,535,0.28072,lavenderDie,Person34,Person34_49obj_6lavenderDie
14,625,1761,1956,0.30119,birdCall,Person34,Person34_48obj_1birdCall
323,817,1331,2047,0.27169,cupcakePaper,Person34,Person34_48obj_2cupcakePaper
2232,1291,982,636,0.32085,eyeball,Person34,Person34_48obj_3eyeball
14,1392,1976,1644,0.36913,pumpkinNotes,Person34,Person34_48obj_4pumpkinNotes
2379,1492,713,242,0.29553,blueSunglasses,Person34,Person34_48obj_5blueSunglasses
2487,1341,431,535,0.36629,lavenderDie,Person34,Person34_48obj_6lavenderDie
1398,625,1560,1512,0.35324,cloudSign,Person34,Person34_16obj_1cloudSign
2930,1744,1116,646,0.29519,eyeball,Person34,Person34_16obj_2eyeball
1990,1291,310,1099,0.42154,pinkCandle,Person34,Person34_16obj_3pinkCandle
